STATION_CODE,STATION_NAME,DIVISION,ZONE,DISTRICT,STATE,WORKING HOURS FROM,WORKING HOURS TO,TERMINAL TYPE,AVG. RAKES HANDLING,LINE COUNT,HANDLING TYPE,WAREHOUSE_AVAILABLE (YES/NO),OWNER,ASSOCIATED WEIGHBRIDGE,ALTERNATE WEIGHBRIDGE,TANK HANDLING (YES/NO),LATITUDE,LONGITUDE
PACL,"PUNJAB ALKALIES LTD., NANGALDAM",UMB,NR,RUPNAGAR,PUNJAB,00:00,23:59,PRVT-SDNG,3.7,2.0,MANUAL,Y,PACL,,,N,31.370933,76.373005
PDTK,DEEN BANDHU CHOTU RAM THERMAL POWER PROJECT YAMUNA NAGAR,UMB,NR,YAMUNANAGAR,HARYANA,00:00,23:59,PRVT-SDNG,8.0,7.0,MECHANICAL,N,HPGC,,,Y,30.082018,77.340817
PLPC,M/S PRISPINE MEGA LOGISTICS PARK PVT. LTD. (PFT),UMB,NR,LUDHIANA,PUNJAB,,,PRVT-SDNG,6.8,3.0,MANUAL,N,PMLP,,,Y,30.784908,76.080151
PMAB,M/S AMBUJA CEMENT LTD,UMB,NR,BATHINDA,PUNJAB,00:00,00:00,PRVT-SDNG,4.5,2.0,MANUAL,N,AMBC,,,N,30.209828,74.932423
PMRG,RAJIV GANDHI THERMAL POWER PLANT,UMB,NR,HISAR,HARYANA,06:00,22:00,PRVT-SDNG,1.4,19.0,MECHANICAL,N,RGTP,PDGR,,N,30.901,75.8573
PTA,PATIALA,UMB,NR,PATIALA,PUNJAB,00:00,23:59,GOODS-SHED,4.2,1.0,MANUAL,N,IR,,,N,30.34247667,76.40205
PUL,RAMPURA-PHUL,UMB,NR,BATHINDA,PUNJAB,00:00,23:59,GOODS-SHED,4.1,1.0,MANUAL,N,IR,,,N,30.26867333,75.23599167
QRP,KILA RAIPUR,UMB,NR,LUDHIANA,PUNJAB,06:00,22:00,CRT,2.2,4.0,MANUAL,N,IR,,,N,30.758765,75.826925
RPAR,ROOPNAGAR,UMB,NR,RUPNAGAR,PUNJAB,06:00,22:00,GOODS-SHED,6.9,1.0,MANUAL,N,IR,,,N,30.973055,76.53317517
RPJ,RAJPURA JN.,UMB,NR,PATIALA,PUNJAB,00:00,23:59,CRT,4.9,5.0,MANUAL,N,IR,,,N,30.48622667,76.59388667
RTPR,"ROPAR THERMAL PLANT, RUPNAGAR",UMB,NR,RUPNAGAR,PUNJAB,00:00,23:59,PRVT-SDNG,7.9,,MECHANICAL,Y,IR,,,N,30.972826,76.533251
SAG,SANGRUR,UMB,NR,SANGRUR,PUNJAB,00:00,23:59,GOODS-SHED,4.1,6.0,MANUAL,,IR,,,N,30.24256167,75.83013833
SEQ,SEKHA,UMB,NR,BARNALA,PUNJAB,00:00,23:59,GOODS-SHED,6.1,,,,,,,,30.37999667,75.64377667
SFMU,SUNAM UDHAM SINGH WALA,UMB,NR,SANGRUR,PUNJAB,00:00,23:59,GOODS-SHED,6.8,1.0,MANUAL,N,IR,,,N,30.12978667,75.80842667
SIR,SIRHIND JN.,UMB,NR,FATEHGARH SAHIB,PUNJAB,00:00,23:59,GOODS-SHED,5.6,1.0,MANUAL,N,IR,,,N,30.62406933,76.3823355
TAPA,TAPA,UMB,NR,BARNALA,PUNJAB,06:00,22:00,GOODS-SHED,4.6,1.0,MANUAL,N,IR,,,N,30.30334667,75.36664333
UMB,AMBALA CANT JN.,UMB,NR,AMBALA,HARYANA,06:00,22:00,CRT,6.6,,,,IR,,,,30.3381375,76.82854633
VBCG,ULTRA TECH CEMENT LTD,UMB,NR,BATHINDA,PUNJAB,00:00,23:59,PRVT-SDNG,6.5,3.0,BOTH,N,UTCL,,,N,30.236527,75.163307
VRSS,M/S. VRC SILOS PVT. LTD.,UMB,NR,BARNALA,PUNJAB,06:00,22:00,PRVT-SDNG,7.1,1.0,MANUAL,N,IR,,,N,30.37999667,75.64377667
ABR,ABU ROAD,AII,NW,SIROHI,RAJASTHAN,08:00,16:30,GOODS-SHED,5.8,1.0,MANUAL,N,IR,,,N,24.48119444,72.78552222
ACLR,M/S AMBUJA CEMENT LTD,AII,NW,AJMER,RAJASTHAN,,,PRVT-SDNG,7.9,,,,,,,,25.7228,73.6095
AIS,AJMER STORE SIDING,AII,NW,AJMER,RAJASTHAN,09:00,17:00,RLY-SDNG,8.0,1.0,MANUAL,N,IR,,,N,26.456742,74.637594
DET,DET,AII,NW,CHITTORGARH,RAJASTHAN,06:00,23:59,GOODS-SHED,2.1,1.0,MANUAL,N,IR,,,N,25.00368333,74.64298889
DNRP,DUNGARPUR,AII,NW,DUNGARPUR,RAJASTHAN,09:00,17:00,GOODS-SHED,8.3,,,,,,,,23.867315,73.695602
DOZ,DAURAI,AII,NW,AJMER,RAJASTHAN,06:00,18:00,CRT,7.3,1.0,MANUAL,N,IR,,,N,26.39732778,74.62090278
DRB,DEBARI,AII,NW,UDAIPUR,RAJASTHAN,09:00,17:00,GOODS-SHED,9.2,3.0,MANUAL,N,IR,DRB,,N,24.61969167,73.80504722
GGR,GANGRAR,AII,NW,CHITTORGARH,RAJASTHAN,06:00,18:00,GOODS-SHED,2.0,1.0,MANUAL,N,IR,,,N,25.061225,74.62528333
HMG,HAMIR GARH,AII,NW,BHILWARA,RAJASTHAN,08:00,21:00,GOODS-SHED,3.5,1.0,MANUAL,N,IR,,,N,25.18731944,74.61741667
JWB,JAWAI BANDH,AII,NW,PALI,RAJASTHAN,00:00,00:00,GOODS-SHED,8.6,1.0,MANUAL,N,IR,,,N,25.11414167,73.14762222
MDPA,MANDPIYA,AII,NW,BHILWARA,RAJASTHAN,06:00,22:00,CRT,8.9,1.0,MANUAL,N,IR,,,N,25.25854722,74.6353
MHZR,M/S HINDUSTAN ZINC LTD SIDING,AII,NW,BHILWARA,RAJASTHAN,09:00,17:00,PRVT-SDNG,1.3,4.0,MECHANICAL,N,IR,MHZR,,N,25.772223,74.636307
MJ,MARWAR JN.,AII,NW,PALI,RAJASTHAN,09:00,17:00,GOODS-SHED,1.9,1.0,MANUAL,N,IR,,,N,25.72034722,73.609325
MSNN,MILITARY SIDING NASIRABAD SERVED BY NSD,AII,NW,AJMER,RAJASTHAN,,,RLY-SDNG,8.0,1.0,MANUAL,N,IR,,,N,26.2948,74.717331
MXO,MORTHALA,AII,NW,SIROHI,RAJASTHAN,,,GOODS-SHED,2.3,1.0,MANUAL,N,IR,,,N,24.50277222,72.80375556
NDT,NATHDWARA,AII,NW,RAJSAMAND,RAJASTHAN,09:00,18:00,CRT,9.5,1.0,MANUAL,N,IR,,,N,24.92069,73.909836
PUHT,PUSHKAR TERMINUS,AII,NW,AJMER,RAJASTHAN,09:00,17:00,GOODS-SHED,9.2,1.0,MANUAL,N,IR,,,N,26.49074722,74.53797778
RPZ,RANA PRATAP NAGAR,AII,NW,UDAIPUR,RAJASTHAN,09:00,17:00,GOODS-SHED,5.2,2.0,MANUAL,N,IR,,,N,24.58240833,73.72880556
SIM,SHRI AMIRGADH,AII,NW,BANAS KANTHA,GUJARAT,08:00,16:30,GOODS-SHED,3.2,,,,,,,,24.40428333,72.64146389
SMPB,SHREE MEGA POWER SIDING,AII,NW,AJMER,RAJASTHAN,,,PRVT-SDNG,8.5,5.0,BOTH,N,IR,SMPB,,N,26.138333,74.346714
SMPB,SHREE MEGA POWER SIDING,AII,NW,AJMER,RAJASTHAN,,,PRVT-SDNG,8.7,5.0,BOTH,N,IR,SMPB,,N,26.138333,74.346714
UCGK,M/S UDAIPUR CEMENT WORKS LTD GATI SHAKTI MULTIMODAL CARGO T,AII,NW,UDAIPUR,RAJASTHAN,,,PRVT-SDNG,5.1,,,,,,,,24.69268333,73.84595278
UMRA,UMRA,AII,NW,UDAIPUR,RAJASTHAN,09:00,17:00,GOODS-SHED,4.9,1.0,MANUAL,N,IR,,,N,24.510736,73.768215
VIGB,M/S VIMLA INFRA(INDIA)PVT LTD GCT,AII,NW,CHITTORGARH,RAJASTHAN,09:00,17:00,PRVT-SDNG,9.8,,,,,,,,24.84722778,74.21166944
APH,ANUPGARH,BKN,NW,GANGANAGAR,RAJASTHAN,06:00,22:00,CRT,2.3,2.0,MANUAL,N,IR,"BTI, KNSR",,N,29.19698917,73.20471667
BAF,BAP,BKN,NW,JODHPUR,RAJASTHAN,06:00,22:00,GOODS-SHED,5.2,2.0,MECHANICAL,N,IR,"KNSR, MTD, NAC",,N,27.37793367,72.38509417
BHT,BHATTU,BKN,NW,FATEHABAD,HARYANA,00:00,23:59,GOODS-SHED,9.4,2.0,MANUAL,N,IR,,,N,29.38660483,75.33997417
BNW,BHIWANI JN.,BKN,NW,BHIWANI,HARYANA,09:00,17:00,CRT,1.8,1.0,MANUAL,N,IR,"GKC, GMC, JHS, JOB, MBV",,N,28.80052267,76.1242335
BNWC,BHIWANI CITY,BKN,NW,BHIWANI,HARYANA,06:00,23:59,CRT,2.6,1.0,MECHANICAL,N,IR,TKD,,N,28.8253985,76.1439991
BWC,BANWALI,BKN,NW,GANGANAGAR,RAJASTHAN,09:00,17:00,GOODS-SHED,5.5,,,,,,,,29.919889,74.030026
BWK,BAWANI KHERA,BKN,NW,BHIWANI,HARYANA,06:00,22:00,GOODS-SHED,9.0,1.0,MECHANICAL,N,IR,"GKC, GMC, JHS, JOB, MBV",,N,28.93882883,76.03281317
ENB,ELLENABAD,BKN,NW,SIRSA,HARYANA,09:00,17:00,GOODS-SHED,4.6,,MANUAL,N,IR,,,N,29.44403317,74.65772267
GJN,GAJNER HALT,BKN,NW,BIKANER,RAJASTHAN,06:00,22:00,GOODS-SHED,8.6,,,,IR,,,,27.93558533,73.06154667
HMEL,GURU GOVIND SINGH REFINERY PROJECT HPCL MITTAL ENERGY LTD,BKN,NW,BATHINDA,PUNJAB,,,PRVT-SDNG,2.2,7.0,MECHANICAL,N,HPCL,HMEL,,Y,29.923101,74.967098
HMH,HANUMANGARH JN.,BKN,NW,HANUMANGARH,RAJASTHAN,09:00,17:00,CRT,9.5,1.0,MANUAL,N,IR,"BTI, KNSR",,N,29.61189367,74.2934035
HNS,HANSI JUNCTION,BKN,NW,HISAR,HARYANA,09:00,17:00,GOODS-SHED,2.4,1.0,BOTH,N,IR,"BTI, TKD",,N,29.08797567,75.94740917
JKCM,J K CEMENT WORKS LTD SERVED BY MOHANBARI,BKN,NW,JHAJJAR,HARYANA,,,PRVT-SDNG,7.7,3.0,MECHANICAL,N,JKCT,,,N,28.4785,76.3934
JMS,JAMSAR,BKN,NW,BIKANER,RAJASTHAN,09:00,17:00,GOODS-SHED,1.9,,,,,,,,28.244498,73.389509
KLYT,KOLAYAT,BKN,NW,BIKANER,RAJASTHAN,09:00,17:00,CRT,5.7,2.0,BOTH,N,IR,"KNSR, MTD",,N,27.83620683,72.9558005
KNL,KALANWALI,BKN,NW,SIRSA,HARYANA,09:00,17:00,GOODS-SHED,5.2,1.0,MANUAL,N,IR,"BTI, TKD",,N,29.8342625,74.9800715
KNSR,KANASAR,BKN,NW,BIKANER,RAJASTHAN,09:00,17:00,GOODS-SHED,9.5,2.0,MANUAL,N,IR,"MTD, NAC",,N,28.13954583,73.32807217
LGH,LALGARH JN.,BKN,NW,BIKANER,RAJASTHAN,09:00,17:00,CRT,5.3,3.0,MANUAL,N,IR,"KNSR, MTD, NAC",,N,28.0436995,73.31404517
LHLL,LAHLI,BKN,NW,ROHTAK,HARYANA,09:00,17:00,GOODS-SHED,7.0,,,,,,,,28.854125,76.44627083
MBY,MANDI DABWALI,BKN,NW,SIRSA,HARYANA,09:00,17:00,GOODS-SHED,2.4,1.0,MANUAL,N,IR,"BTI, KNSR",,N,29.9662965,74.70026483
MHU,MANHERU,BKN,NW,BHIWANI,HARYANA,09:00,17:00,GOODS-SHED,7.6,,,,,,,,28.70044033,76.20318567
MIGK,IG Super Thermal Power,BKN,NW,JHAJJAR,HARYANA,06:00,18:00,PRVT-SDNG,9.0,8.0,MECHANICAL,N,APCL,,,Y,28.453751,76.425877
MJPJ,M/S JHAJJAR POWER LTD SDG SERVED BY JHARLI,BKN,NW,JHAJJAR,HARYANA,,,PRVT-SDNG,1.4,6.0,MECHANICAL,N,JHPL,,,Y,28.50626,76.374378
NCMB,NATIONAL COLLATERAL MGMT SERVICES BHATTU PVT L GCT S BY BHT,BKN,NW,FATEHABAD,HARYANA,00:00,23:59,PRVT-SDNG,1.9,,,,,,,,29.38660483,75.33997417
RMN,RAMAN,BKN,NW,BATHINDA,PUNJAB,09:00,17:00,CRT,1.3,1.0,MANUAL,N,IR,"BTI, TKD",,N,29.96033233,74.96186733
SBNR,SHRI VIJAI NAGAR,BKN,NW,GANGANAGAR,RAJASTHAN,09:00,17:00,CRT,5.6,1.0,MECHANICAL,N,IR,"BTI, KNSR",,N,29.24012167,73.52277883
SDLP,SADULPUR,BKN,NW,CHURU,RAJASTHAN,09:00,17:00,GOODS-SHED,2.5,1.0,BOTH,N,IR,,,N,28.6312425,75.38662383
SOG,SURATGARH JN.,BKN,NW,GANGANAGAR,RAJASTHAN,09:00,17:00,GOODS-SHED,2.1,3.0,MANUAL,N,IR,"BTI, KNSR",,N,29.324219,73.907023
SSA,SIRSA,BKN,NW,SIRSA,HARYANA,09:00,17:00,GOODS-SHED,1.6,2.0,MANUAL,N,IR,"GKC, JHS, MTD",,N,29.53883583,75.03531
STD,SATROD,BKN,NW,HISAR,HARYANA,06:00,22:00,CRT,1.7,1.0,BOTH,N,IR,"BTI, TKD",,N,29.10764017,75.821517
STPB,"SURAT GARH THERMAL POWER HOUSE SIDING, BIRADHWAL",BKN,NW,GANGANAGAR,RAJASTHAN,00:00,00:00,PRVT-SDNG,6.3,12.0,MECHANICAL,N,RSEB,,,Y,29.152311,73.887348
UARL,M/S UNIPRO AGROINFRA ROHTAK PVT LTD GCT MULTI-MODAL CARGO T.,BKN,NW,ROHTAK,HARYANA,09:00,17:00,PRVT-SDNG,2.1,,,,,,,,28.854125,76.44627083
UTCJ,ULTRA TECH CEMENT LTD JHARLI,BKN,NW,JHAJJAR,HARYANA,09:00,17:00,PRVT-SDNG,8.6,2.0,MECHANICAL,N,UTCL,,,N,28.50626,76.374378
WCMB,M/S WONDER CEMENT LTD SIDING,BKN,NW,JHAJJAR,HARYANA,09:00,17:00,PRVT-SDNG,6.6,,,,,,,,28.48198683,76.39855383
ZP,ZERPUR PALI,BKN,NW,MAHENDRAGARH,HARYANA,,,GOODS-SHED,9.4,1.0,MECHANICAL,N,IR,,,N,28.325516,76.09747233
AGS,ALWAR GOODS SHED,JP,NW,ALWAR,RAJASTHAN,,,GOODS-SHED,3.6,2.0,BOTH,,IR,,,,27.5609,76.625
ALIK,ADANI LOGISTICS LTD-ICD,JP,NW,AJMER,RAJASTHAN,06:00,22:00,PRVT-SDNG,8.9,3.0,MECHANICAL,Y,IR,,,N,26.589448,74.856033
BAGA,BHAGEGA,JP,NW,SIKAR,RAJASTHAN,06:00,22:00,CRT,8.3,1.0,BOTH,N,IR,,,N,27.67742222,75.72095278
BKI,BANDIKUI JN.,JP,NW,DAUSA,RAJASTHAN,,,GOODS-SHED,4.5,,,,,,,,27.039251,76.566703
BPAJ,M/S BPCL SIDING,JP,NW,JAIPUR,RAJASTHAN,09:00,17:00,PRVT-SDNG,5.4,,,,,,,,26.90020833,75.42425556
DNK,DHANAKYA,JP,NW,JAIPUR,RAJASTHAN,,,CRT,9.8,,,,,,,,26.91815,75.60551389
FL,PHULERA JN.,JP,NW,JAIPUR,RAJASTHAN,08:00,21:00,CRT,2.3,2.0,BOTH,N,IR,,,N,26.87334167,75.24601667
ICDK,ICD KANAKPURA SIDING,JP,NW,JAIPUR,RAJASTHAN,,,PRVT-SDNG,1.7,2.0,MECHANICAL,Y,IR,,,N,26.92911,75.702839
JJN,JHUNJHUNU,JP,NW,JHUNJHUNU,RAJASTHAN,00:00,00:00,GOODS-SHED,3.8,,,,,,,,28.10686389,75.39015
JLLO,JHILO,JP,NW,SIKAR,RAJASTHAN,06:00,22:00,GOODS-SHED,7.7,1.0,BOTH,N,IR,,,N,27.84853333,75.88497778
JOB,ASALPUR JABNER,JP,NW,JAIPUR,RAJASTHAN,06:00,22:00,CRT,3.9,1.0,MECHANICAL,N,IR,,,N,26.90020833,75.42425556
KIIP,M/S KRIBHCO INFRASTRUCTURE LIMITED ICD SERVED BY PALI,JP,NW,REWARI,HARYANA,06:00,22:00,PRVT-SDNG,6.3,2.0,MECHANICAL,Y,IR,KIIP,,N,28.176744,76.450596
KKU,KANAKPURA,JP,NW,JAIPUR,RAJASTHAN,00:00,00:00,GOODS-SHED,8.2,3.0,BOTH,,IR,,,N,26.92934167,75.70304722
KORI,KHORI,JP,NW,REWARI,HARYANA,00:00,23:59,GOODS-SHED,6.6,2.0,BOTH,N,IR,,,N,28.18822222,76.50227222
MADA,MAONDA,JP,NW,SIKAR,RAJASTHAN,,,GOODS-SHED,6.0,1.0,MECHANICAL,N,IR,,,N,27.80824167,75.82626389
MBV,MIRZAPUR BACHHAUD,JP,NW,MAHENDRAGARH,HARYANA,00:00,23:59,CRT,5.8,,,,,,,,28.07345,76.18988056
MRIK,RELIANCE INDUSTRIES LTD. SDG.SRV BY KNGT,JP,NW,REWARI,HARYANA,,,PRVT-SDNG,9.2,1.0,MECHANICAL,Y,IR,,,Y,28.130279,76.589813
MSTB,M/S SANJVIK TERMINALS PVT.LTD SERVED BY BAWAL(BWL),JP,NW,REWARI,HARYANA,,,PRVT-SDNG,8.2,2.0,MECHANICAL,Y,IR,MSTB,,N,28.070011,76.572132
NIP,NIZAMPUR,JP,NW,MAHENDRAGARH,HARYANA,08:00,21:00,GOODS-SHED,5.5,,,,,,,,27.96661944,76.01106944
RE,REWARI JN.,JP,NW,REWARI,HARYANA,00:00,23:59,GOODS-SHED,6.8,,,,,,,,28.20291944,76.60955
SAS,SHEODASPURA-PADAMPURA,JP,NW,JAIPUR,RAJASTHAN,06:00,18:00,CRT,5.4,1.0,MECHANICAL,N,IR,,,N,26.70973333,75.88452778
UNCB,M/S ULTRA TECH NATHDWARA CEMENT LTD,JP,NW,SIKAR,RAJASTHAN,,,PRVT-SDNG,6.4,3.0,MECHANICAL,Y,IR,,,N,27.67729995,75.72097996
AQG,ASHAPURA GOMAT,JU,NW,JAISALMER,RAJASTHAN,09:00,17:00,CRT,5.0,1.0,MANUAL,N,IR,,,N,26.950725,71.89313611
BGKT,BHAGAT KI KOTHI,JU,NW,JODHPUR,RAJASTHAN,00:00,00:00,CRT,8.6,1.0,MANUAL,Y,IR,,,N,26.25081111,73.01443333
BME,BARMER,JU,NW,BARMER,RAJASTHAN,09:00,17:00,CRT,6.3,1.0,MANUAL,N,IR,,,N,25.74605278,71.39756111
BMQ,BHIMARLAI,JU,NW,BARMER,RAJASTHAN,09:00,17:00,CRT,6.3,1.0,MANUAL,N,IR,,,N,25.89319444,71.882025
BNO,BANAR,JU,NW,JODHPUR,RAJASTHAN,09:00,17:00,CRT,4.2,2.0,MANUAL,N,IR,,,N,26.33958333,73.14668889
BSDA,BANIYA SANDA DHORA,JU,NW,BARMER,RAJASTHAN,,,CRT,7.2,1.0,MANUAL,N,IR,,,N,25.85991667,71.66795278
BWS,BADWASI,JU,NW,NAGAUR,RAJASTHAN,06:00,22:00,GOODS-SHED,6.6,1.0,BOTH,N,IR,NAC,,N,27.31107778,73.66285833
CBKB,ICD SIDING AT BGKT,JU,NW,JODHPUR,RAJASTHAN,,,PRVT-SDNG,9.2,1.0,MECHANICAL,N,CONR,,,N,26.2480872,73.0129266
DNA,DEGANA JN.,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,2.3,1.0,MANUAL,N,IR,,,,26.89746667,74.31753611
DSO,DESHNOK,JU,NW,BIKANER,RAJASTHAN,06:00,22:00,CRT,2.7,1.0,MANUAL,N,IR,,,N,27.79071944,73.33873611
GOTN,GOTAN,JU,NW,NAGAUR,RAJASTHAN,00:00,00:00,GOODS-SHED,2.2,1.0,MANUAL,N,IR,,,N,26.65286111,73.73872222
GVMR,GOVINDI MARWAR,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,3.2,,MANUAL,N,IR,,,N,27.03129444,75.09279722
HPGH,HASTI PETRO CHEMICAL AND SHIPPING LTD GCT SRVD BY HANWANT,JU,NW,JODHPUR,RAJASTHAN,00:00,00:00,PRVT-SDNG,4.8,,,,,,,,26.06305,73.00565278
HWT,HANWANT,JU,NW,JODHPUR,RAJASTHAN,09:00,17:00,GOODS-SHED,4.3,1.0,MANUAL,N,IR,,,N,26.06305,73.00565278
IOTS,INDIAN OIL CORPORATION TANK WAGON  SIDING SERVED BY SALAWAS,JU,NW,JODHPUR,RAJASTHAN,,,PRVT-SDNG,9.7,1.0,MECHANICAL,N,IOT,,,Y,26.141261,73.013763
JNE,JANIYANA,JU,NW,BARMER,RAJASTHAN,,,GOODS-SHED,1.9,1.0,MANUAL,N,IR,,,N,25.82704167,72.33648611
JOR,JALOR,JU,NW,JALORE,RAJASTHAN,09:00,17:00,CRT,4.1,1.0,MANUAL,N,IR,,,N,25.35453333,72.63427778
JSA,JASAI,JU,NW,BARMER,RAJASTHAN,,,GOODS-SHED,6.2,1.0,MANUAL,N,IR,,,N,25.72166944,71.23062222
JSM,JAISALMER,JU,NW,JAISALMER,RAJASTHAN,00:00,00:00,GOODS-SHED,6.8,5.0,MANUAL,N,IR,,,N,26.91536944,70.92670278
KJW,KHAJWANA,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,GOODS-SHED,5.2,1.0,BOTH,N,IR,-NA-,,N,26.92370556,73.86131111
KXG,KHARIA KHANGAR,JU,NW,JODHPUR,RAJASTHAN,00:00,00:00,CRT,6.8,1.0,MANUAL,N,IR,,,N,26.61263056,73.68985
MAMM,M/S AMBUJA CEMENT LTD GCT SERVED BY MARWAR MUNDWA,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,PRVT-SDNG,5.0,,,,,,,,27.06378611,73.81572778
MCPE,MARWAR CHHAPRI,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,4.4,1.0,MANUAL,N,IR,,,N,26.78008333,73.90860833
MDW,MARWAR MUNDWA,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,2.6,1.0,MANUAL,N,IR,,,N,27.06378611,73.81572778
MEC,MERTA CITY,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,7.0,1.0,MANUAL,N,IR,,,N,26.6516299,74.0352238
MJCG,M/S J.K. CEMENT WORKS LTD. SDG.,JU,NW,NAGAUR,RAJASTHAN,,,PRVT-SDNG,3.4,2.0,MANUAL,N,JKCT,,,N,26.652061,73.737144
MTD,MERTA ROAD JN.,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,8.1,1.0,MANUAL,N,IR,,,N,26.72803611,73.91831944
NAC,NAWA CITY,JU,NW,NAGAUR,RAJASTHAN,00:00,00:00,CRT,2.0,,MANUAL,N,IR,,,N,27.02936111,75.00096111
NELK,NAYARA ENERGY LTD GATI SHAKTI MULTI MODAL CARGO TERMINAL/KAI,JU,NW,PALI,RAJASTHAN,00:00,00:00,PRVT-SDNG,2.6,,,,,,,,25.847454,73.195091
NGO,NAGAUR,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,CRT,4.6,1.0,MANUAL,N,IR,,,N,27.19990278,73.72348056
OCH,ODHANIYA CHACHA,JU,NW,JAISALMER,RAJASTHAN,09:00,17:00,CRT,2.5,1.0,MANUAL,N,IR,,,N,26.97101667,71.72365556
PBC,PARVATSAR CITY,JU,NW,NAGAUR,RAJASTHAN,09:00,17:00,GOODS-SHED,9.0,,,,,,,,26.8857,74.7644
PLCJ,PHALODI,JU,NW,JODHPUR,RAJASTHAN,06:00,22:00,CRT,3.8,1.0,MANUAL,N,IR,,,N,27.12547222,72.36674444
PMY,PALI MARWAR,JU,NW,PALI,RAJASTHAN,09:00,17:00,CRT,9.7,1.0,MANUAL,N,IR,,,N,25.791234,73.327239
POK,POKARAN,JU,NW,JAISALMER,RAJASTHAN,09:00,17:00,CRT,2.6,1.0,MANUAL,N,IR,,,N,26.93102778,71.92172222
PPR,PIPAR ROAD JN.,JU,NW,JODHPUR,RAJASTHAN,09:00,17:00,CRT,9.9,1.0,MANUAL,N,IR,,,N,26.45205833,73.44767778
SBLT,SHRI BHADRIYA LATHI,JU,NW,JAISALMER,RAJASTHAN,09:00,17:00,CRT,2.2,1.0,MANUAL,N,IR,,,N,27.03103333,71.51649444
SMR,SAMDARI JN.,JU,NW,BARMER,RAJASTHAN,09:00,17:00,CRT,5.3,1.0,MANUAL,N,IR,,,N,25.836991,72.5730044
SONU,SONU,JU,NW,JAISALMER,RAJASTHAN,00:00,00:00,GOODS-SHED,4.2,4.0,BOTH,N,IR,SONU,,N,26.99308333,71.07729167
SUJH,SUJANGARH,JU,NW,CHURU,RAJASTHAN,09:00,17:00,GOODS-SHED,2.9,1.0,MANUAL,N,IR,,,N,27.70948056,74.46409722
THM,THAIYAT HAMIRA,JU,NW,JAISALMER,RAJASTHAN,00:00,00:00,GOODS-SHED,2.6,1.0,MANUAL,N,IR,,,N,26.99308333,71.07729167
UTCK,M/S ULTRA TECH CEMENT LIMITED (UNIT BIRLA WHITE),JU,NW,JODHPUR,RAJASTHAN,09:00,17:00,PRVT-SDNG,3.0,1.0,MECHANICAL,N,RJKD,,,N,26.609863,73.686333
UTL,UTARLAI,JU,NW,BARMER,RAJASTHAN,09:00,17:00,CRT,7.7,1.0,MANUAL,N,IR,,,N,25.81401111,71.46862778
WCGS,M/S WONDER CEMENT LTD GATI SHAKTI MULTI MODAL CARGO TML SONU,JU,NW,JAISALMER,RAJASTHAN,00:00,00:00,PRVT-SDNG,2.0,,,,,,,,26.99308333,71.07729167
AAFN,M/S.AKHILESHA AGRO FARMS PRIVATE LIMITED.,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,,,PRVT-SDNG,5.7,0.5,MANUAL,Y,IR,,,N,16.831736,81.606832
AKP,ANAKAPALLE,BZA,SC,VISAKHAPATANAM,ANDHRA PRADESH,00:00,23:59,GOODS-SHED,7.6,2.0,MANUAL,N,IR,,,N,17.694882,83.008014
AKPK,"M/s ADANI KRISHNAPATNAM PORT LTD SIDING, KRISHNAPATNAM",BZA,SC,SPSR NELLORE,ANDHRA PRADESH,00:00,00:00,PRVT-SDNG,7.0,,,,,,,,14.2886,80.1248
AKVD,AKIVIDU,BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,GOODS-SHED,7.1,1.0,MANUAL,N,IR,,,N,16.58305556,81.36944444
ASLS,"ANDHRA SUGARS LTD, KOVVUR",BZA,SC,WEST GODAVARI,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,3.7,1.0,MECHANICAL,N,IR,,,Y,17.006704,81.726115
AWCA,M/S ANAPARTI WAREHOUSING COMPLEX PRIVATE LTD SERVED BY APT,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,PRVT-SDNG,6.1,1.0,MANUAL,Y,IR,,,N,16.935837,81.953201
BPGK,M/S BHARAT PERTOLEUM CORPORATION LIMITED,BZA,SC,SPSR NELLORE,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,10.0,,,,,,,,14.258997,80.056493
BSAU,"M/S BAWANA SAI ASSOCIATES SIDING, UPPALUR",BZA,SC,KRISHNA,ANDHRA PRADESH,06:00,22:00,PRVT-SDNG,7.2,2.0,MANUAL,Y,IR,ABEO,,N,16.493003,80.780325
BVL,BIKKAVOLU,BZA,SC,EAST GODAVARI,ANDHRA PRADESH,00:00,23:59,CRT,8.2,1.0,MANUAL,N,IR,,,N,16.96916667,82.03166667
